187  89
200  11
209  97
212  50
217  19
221  91
227  67
231  27
236  21
240  71
250  44
253  89
255  39
265  86
266  30
276  14
279  91
279  97
284  66
296  83
298  89
323  3
324  12
324  76
329  97
338  40
338  89
341  11
349  86
360  50
360  67
366  19
366  91
375  97
376  89
396  27
396  91
397  21
403  38
403  71
407  83
412  89
419  97
424  44
430  39
430  86
432  20
434  91
448  89
449  67
451  3
451  90
452  76
454  12
456  68
457  82
458  29
459  60
468  93
471  65
473  13
473  88
474  40
474  90
476  52
476  96
478  58
479  8
481  35
483  12
484  82
486  49
489  41
491  77
495  24
495  52
495  62
496  33
496  68
496  88
509  29
513  34
515  90
517  58
520  59
521  88
522  8
524  52
524  93
525  82
529  60
533  77
543  90
552  89
557  97
559  96
560  35
563  91
565  2
568  27
569  17
569  55
570  46
582  86
590  45
596  2
599  38
601  17
604  55
609  46
639  91
641  27
648  89
652  97
653  67
658  39
660  90
665  11
665  30
666  82
669  89
670  12
670  50
671  83
672  88
673  91
675  86
676  40
679  3
679  76
681  93
684  90
689  52
690  41
691  62
693  24
693  82
694  33
696  88
697  96
699  21
704  68
706  77
708  29
711  90
714  49
722  88
723  82
725  58
726  93
734  89
736  12
737  52
737  90
737  97
741  60
744  67
745  65
747  91
748  8
750  19
757  89
758  82
761  88
763  39
764  13
764  27
764  86
766  71
767  97
772  2
774  91
775  83
776  14
778  44
781  40
784  66
795  17
797  90
801  38
801  55
814  46
